voxel_id,fix_x,fix_y,original_id
bookshelf_0343_x25_y120_aug_28_275,-85,169,bookshelf_0343_x25_y120
dresser_0248_x35_y105_aug_29_275,-81,155,dresser_0248_x35_y105
dresser_0248_x0_y95_aug_30_275,-85,-34,dresser_0248_x0_y95
cup_0004_x155_y155_aug_31_275,-82,121,cup_0004_x155_y155
curtain_0011_x90_y0_aug_32_275,-82,-51,curtain_0011_x90_y0
chair_0028_x45_y45_aug_33_275,-81,-91,chair_0028_x45_y45
sofa_0554_x170_y150_aug_34_275,-85,128,sofa_0554_x170_y150
bookshelf_0107_x0_y70_aug_35_275,-85,-95,bookshelf_0107_x0_y70
vase_0332_x20_y20_aug_36_275,-83,126,vase_0332_x20_y20
sofa_0502_x45_y175_aug_37_275,-85,-74,sofa_0502_x45_y175
bottle_0161_x40_y160_aug_38_275,-84,-55,bottle_0161_x40_y160
vase_0411_x0_y150_aug_39_275,-85,-9,vase_0411_x0_y150
chair_0397_x35_y45_aug_40_275,-81,55,chair_0397_x35_y45
bowl_0011_x50_y75_aug_41_275,-85,-106,bowl_0011_x50_y75
sofa_0011_x140_y145_aug_42_275,-82,24,sofa_0011_x140_y145
person_0075_x150_y155_aug_43_275,-85,80,person_0075_x150_y155
sofa_0610_x35_y145_aug_44_275,-81,-101,sofa_0610_x35_y145
bowl_0042_x175_y10_aug_45_275,-85,139,bowl_0042_x175_y10
chair_0397_x80_y135_aug_46_275,-83,60,chair_0397_x80_y135
curtain_0050_x85_y155_aug_47_275,-84,-163,curtain_0050_x85_y155
vase_0311_x60_y140_aug_48_275,-85,-133,vase_0311_x60_y140
sofa_0554_x150_y135_aug_49_275,-82,137,sofa_0554_x150_y135
cup_0081_x5_y30_aug_0_280,-80,-159,cup_0081_x5_y30
chair_0706_x175_y45_aug_1_280,-80,16,chair_0706_x175_y45
vase_0166_x105_y40_aug_2_280,-76,-86,vase_0166_x105_y40
vase_0458_x55_y150_aug_3_280,-80,115,vase_0458_x55_y150
vase_0174_x10_y50_aug_4_280,-77,1,vase_0174_x10_y50
cone_0090_x30_y95_aug_5_280,-76,68,cone_0090_x30_y95
cone_0090_x150_y145_aug_6_280,-78,157,cone_0090_x150_y145
bench_0175_x115_y140_aug_7_280,-78,13,bench_0175_x115_y140
cup_0071_x55_y125_aug_8_280,-76,-12,cup_0071_x55_y125
sofa_0256_x125_y55_aug_9_280,-76,-123,sofa_0256_x125_y55
bowl_0061_x5_y145_aug_10_280,-78,179,bowl_0061_x5_y145
chair_0605_x60_y25_aug_11_280,-77,5,chair_0605_x60_y25
bookshelf_0504_x10_y135_aug_12_280,-79,30,bookshelf_0504_x10_y135
chair_0610_x70_y10_aug_13_280,-80,49,chair_0610_x70_y10
bed_0163_x155_y155_aug_14_280,-79,-130,bed_0163_x155_y155
sofa_0478_x150_y105_aug_15_280,-76,9,sofa_0478_x150_y105
vase_0311_x140_y170_aug_16_280,-78,173,vase_0311_x140_y170
vase_0280_x95_y105_aug_17_280,-79,46,vase_0280_x95_y105
laptop_0045_x30_y125_aug_18_280,-79,130,laptop_0045_x30_y125
chair_0298_x80_y15_aug_19_280,-77,43,chair_0298_x80_y15
bottle_0270_x120_y70_aug_20_280,-76,94,bottle_0270_x120_y70
laptop_0121_x155_y145_aug_21_280,-78,-148,laptop_0121_x155_y145
sofa_0554_x30_y125_aug_22_280,-77,153,sofa_0554_x30_y125
chair_0145_x170_y95_aug_23_280,-78,60,chair_0145_x170_y95
curtain_0030_x110_y105_aug_24_280,-78,-90,curtain_0030_x110_y105
vase_0050_x120_y70_aug_25_280,-78,-42,vase_0050_x120_y70
table_0111_x155_y145_aug_26_280,-80,4,table_0111_x155_y145
tent_0180_x30_y40_aug_27_280,-80,-8,tent_0180_x30_y40
table_0044_x125_y120_aug_28_280,-78,65,table_0044_x125_y120
vase_0493_x10_y160_aug_29_280,-77,-115,vase_0493_x10_y160
car_0286_x10_y70_aug_30_280,-80,140,car_0286_x10_y70
vase_0311_x145_y15_aug_31_280,-76,-125,vase_0311_x145_y15
chair_0928_x65_y40_aug_32_280,-77,37,chair_0928_x65_y40
table_0457_x150_y105_aug_33_280,-80,56,table_0457_x150_y105
cup_0076_x40_y160_aug_34_280,-76,-4,cup_0076_x40_y160
bottle_0301_x35_y70_aug_35_280,-78,94,bottle_0301_x35_y70
bathtub_0148_x35_y145_aug_36_280,-77,125,bathtub_0148_x35_y145
vase_0458_x160_y175_aug_37_280,-80,-103,vase_0458_x160_y175
bathtub_0015_x20_y155_aug_38_280,-79,-165,bathtub_0015_x20_y155
bookshelf_0259_x80_y175_aug_39_280,-76,-118,bookshelf_0259_x80_y175
chair_0928_x160_y65_aug_40_280,-79,-114,chair_0928_x160_y65
bowl_0031_x140_y135_aug_41_280,-78,-129,bowl_0031_x140_y135
toilet_0281_x125_y65_aug_42_280,-79,36,toilet_0281_x125_y65
cone_0090_x135_y15_aug_43_280,-80,133,cone_0090_x135_y15
sofa_0548_x50_y35_aug_44_280,-78,24,sofa_0548_x50_y35
sink_0031_x150_y95_aug_45_280,-80,91,sink_0031_x150_y95
vase_0268_x105_y95_aug_46_280,-79,-14,vase_0268_x105_y95
vase_0203_x90_y90_aug_47_280,-80,25,vase_0203_x90_y90
chair_0014_x80_y165_aug_48_280,-79,94,chair_0014_x80_y165
person_0013_x90_y105_aug_49_280,-80,-131,person_0013_x90_y105
chair_0606_x80_y95_aug_0_285,-73,56,chair_0606_x80_y95
cup_0065_x110_y120_aug_1_285,-71,90,cup_0065_x110_y120
vase_0543_x135_y90_aug_2_285,-73,52,vase_0543_x135_y90
laptop_0045_x175_y40_aug_3_285,-73,91,laptop_0045_x175_y40
bench_0175_x90_y10_aug_4_285,-72,-8,bench_0175_x90_y10
cup_0065_x100_y140_aug_5_285,-71,25,cup_0065_x100_y140
chair_0897_x135_y65_aug_6_285,-72,-89,chair_0897_x135_y65
vase_0174_x130_y70_aug_7_285,-75,-115,vase_0174_x130_y70
bottle_0301_x155_y165_aug_8_285,-75,-23,bottle_0301_x155_y165
xbox_0026_x105_y150_aug_9_285,-71,-28,xbox_0026_x105_y150
cup_0050_x170_y65_aug_10_285,-75,148,cup_0050_x170_y65
table_0449_x20_y135_aug_11_285,-71,117,table_0449_x20_y135
sofa_0209_x20_y150_aug_12_285,-73,51,sofa_0209_x20_y150
bathtub_0122_x60_y125_aug_13_285,-75,-94,bathtub_0122_x60_y125
chair_0298_x50_y40_aug_14_285,-75,48,chair_0298_x50_y40
tent_0180_x30_y65_aug_15_285,-72,24,tent_0180_x30_y65
bottle_0344_x140_y5_aug_16_285,-72,81,bottle_0344_x140_y5
bathtub_0122_x20_y105_aug_17_285,-71,103,bathtub_0122_x20_y105
door_0001_x80_y125_aug_18_285,-75,-135,door_0001_x80_y125
bottle_0122_x50_y105_aug_19_285,-75,-161,bottle_0122_x50_y105
chair_0689_x10_y70_aug_20_285,-74,136,chair_0689_x10_y70
vase_0493_x75_y170_aug_21_285,-71,143,vase_0493_x75_y170
table_0457_x150_y105_aug_22_285,-74,-96,table_0457_x150_y105
bowl_0052_x50_y140_aug_23_285,-74,-90,bowl_0052_x50_y140
stairs_0144_x135_y115_aug_24_285,-75,-45,stairs_0144_x135_y115
chair_0610_x150_y140_aug_25_285,-71,74,chair_0610_x150_y140
bench_0078_x20_y50_aug_26_285,-72,-80,bench_0078_x20_y50
cup_0004_x150_y20_aug_27_285,-75,-91,cup_0004_x150_y20
dresser_0248_x105_y35_aug_28_285,-75,-50,dresser_0248_x105_y35
cup_0022_x165_y170_aug_29_285,-73,62,cup_0022_x165_y170
bowl_0053_x30_y135_aug_30_285,-75,-63,bowl_0053_x30_y135
chair_0466_x60_y135_aug_31_285,-74,133,chair_0466_x60_y135
chair_0897_x175_y170_aug_32_285,-75,-160,chair_0897_x175_y170
bottle_0140_x55_y70_aug_33_285,-72,-71,bottle_0140_x55_y70
chair_0298_x45_y160_aug_34_285,-75,-85,chair_0298_x45_y160
bookshelf_0107_x20_y55_aug_35_285,-73,141,bookshelf_0107_x20_y55
lamp_0025_x20_y140_aug_36_285,-75,-115,lamp_0025_x20_y140
chair_0466_x165_y25_aug_37_285,-75,-140,chair_0466_x165_y25
cup_0071_x170_y160_aug_38_285,-74,52,cup_0071_x170_y160
cup_0053_x175_y0_aug_39_285,-72,-69,cup_0053_x175_y0
cup_0022_x80_y160_aug_40_285,-73,18,cup_0022_x80_y160
table_0111_x135_y160_aug_41_285,-72,-151,table_0111_x135_y160
stool_0057_x175_y115_aug_42_285,-72,99,stool_0057_x175_y115
stool_0017_x160_y85_aug_43_285,-75,67,stool_0017_x160_y85
sofa_0409_x85_y75_aug_44_285,-74,-93,sofa_0409_x85_y75
person_0013_x160_y155_aug_45_285,-74,104,person_0013_x160_y155
chair_0858_x100_y10_aug_46_285,-71,-162,chair_0858_x100_y10
cup_0071_x120_y10_aug_47_285,-74,138,cup_0071_x120_y10
mantel_0144_x70_y155_aug_48_285,-75,-74,mantel_0144_x70_y155
bottle_0205_x0_y100_aug_49_285,-71,-45,bottle_0205_x0_y100
vase_0069_x150_y65_aug_0_290,-67,42,vase_0069_x150_y65
bottle_0161_x100_y155_aug_1_290,-67,44,bottle_0161_x100_y155
vase_0160_x5_y15_aug_2_290,-69,14,vase_0160_x5_y15
bed_0163_x40_y20_aug_3_290,-68,-138,bed_0163_x40_y20
vase_0090_x0_y5_aug_4_290,-66,-20,vase_0090_x0_y5
door_0001_x150_y160_aug_5_290,-66,-40,door_0001_x150_y160
chair_0545_x15_y65_aug_6_290,-67,-55,chair_0545_x15_y65
toilet_0357_x90_y150_aug_7_290,-68,154,toilet_0357_x90_y150
tent_0180_x160_y90_aug_8_290,-68,137,tent_0180_x160_y90
bowl_0011_x45_y25_aug_9_290,-66,105,bowl_0011_x45_y25
cup_0076_x85_y25_aug_10_290,-69,123,cup_0076_x85_y25
vase_0359_x115_y5_aug_11_290,-66,155,vase_0359_x115_y5
dresser_0248_x155_y55_aug_12_290,-66,26,dresser_0248_x155_y55
bottle_0140_x10_y105_aug_13_290,-66,-116,bottle_0140_x10_y105
sofa_0216_x45_y75_aug_14_290,-67,112,sofa_0216_x45_y75
bathtub_0041_x115_y95_aug_15_290,-67,-27,bathtub_0041_x115_y95
chair_0386_x20_y0_aug_16_290,-70,-169,chair_0386_x20_y0
bottle_0344_x15_y165_aug_17_290,-68,-119,bottle_0344_x15_y165
lamp_0025_x20_y110_aug_18_290,-68,68,lamp_0025_x20_y110
bench_0078_x170_y25_aug_19_290,-66,-21,bench_0078_x170_y25
sink_0029_x35_y100_aug_20_290,-66,-14,sink_0029_x35_y100
bowl_0081_x115_y10_aug_21_290,-69,-55,bowl_0081_x115_y10
bowl_0029_x90_y155_aug_22_290,-70,-26,bowl_0029_x90_y155
toilet_0281_x85_y115_aug_23_290,-69,-155,toilet_0281_x85_y115
cone_0063_x120_y135_aug_24_290,-68,-5,cone_0063_x120_y135
sofa_0515_x130_y5_aug_25_290,-70,-2,sofa_0515_x130_y5
cone_0078_x40_y95_aug_26_290,-66,-23,cone_0078_x40_y95
table_0449_x20_y105_aug_27_290,-70,25,table_0449_x20_y105
bowl_0052_x25_y25_aug_28_290,-69,-81,bowl_0052_x25_y25
table_0449_x70_y155_aug_29_290,-69,84,table_0449_x70_y155
bookshelf_0320_x90_y75_aug_30_290,-68,95,bookshelf_0320_x90_y75
bowl_0068_x0_y15_aug_31_290,-67,111,bowl_0068_x0_y15
chair_0241_x165_y165_aug_32_290,-66,-77,chair_0241_x165_y165
bookshelf_0107_x145_y70_aug_33_290,-67,-90,bookshelf_0107_x145_y70
bowl_0053_x75_y40_aug_34_290,-68,-170,bowl_0053_x75_y40
vase_0123_x50_y115_aug_35_290,-68,29,vase_0123_x50_y115
sofa_0715_x115_y160_aug_36_290,-66,96,sofa_0715_x115_y160
xbox_0089_x95_y85_aug_37_290,-69,158,xbox_0089_x95_y85
chair_0298_x45_y160_aug_38_290,-70,18,chair_0298_x45_y160
chair_0397_x50_y95_aug_39_290,-70,-90,chair_0397_x50_y95
bathtub_0015_x55_y15_aug_40_290,-67,-168,bathtub_0015_x55_y15
vase_0482_x150_y115_aug_41_290,-67,57,vase_0482_x150_y115
dresser_0255_x10_y95_aug_42_290,-66,-1,dresser_0255_x10_y95
toilet_0281_x35_y170_aug_43_290,-67,172,toilet_0281_x35_y170
bowl_0011_x170_y0_aug_44_290,-67,-25,bowl_0011_x170_y0
vase_0493_x60_y55_aug_45_290,-67,-19,vase_0493_x60_y55
chair_0706_x140_y165_aug_46_290,-69,156,chair_0706_x140_y165
stairs_0144_x130_y135_aug_47_290,-66,156,stairs_0144_x130_y135
bottle_0006_x20_y80_aug_48_290,-69,79,bottle_0006_x20_y80
bench_0122_x160_y30_aug_49_290,-67,-103,bench_0122_x160_y30
door_0001_x90_y140_aug_0_295,-62,-162,door_0001_x90_y140
vase_0199_x115_y135_aug_1_295,-62,-7,vase_0199_x115_y135
vase_0069_x85_y80_aug_2_295,-63,122,vase_0069_x85_y80
vase_0196_x125_y130_aug_3_295,-63,-69,vase_0196_x125_y130
bed_0275_x90_y120_aug_4_295,-63,-119,bed_0275_x90_y120
xbox_0026_x65_y25_aug_5_295,-63,180,xbox_0026_x65_y25
sofa_0515_x20_y95_aug_6_295,-63,34,sofa_0515_x20_y95
vase_0515_x90_y130_aug_7_295,-65,50,vase_0515_x90_y130
bottle_0161_x5_y60_aug_8_295,-61,137,bottle_0161_x5_y60
cup_0081_x175_y175_aug_9_295,-65,37,cup_0081_x175_y175
cup_0022_x10_y30_aug_10_295,-64,-34,cup_0022_x10_y30
stool_0057_x65_y50_aug_11_295,-64,-55,stool_0057_x65_y50
bookshelf_0343_x20_y65_aug_12_295,-65,-111,bookshelf_0343_x20_y65
chair_0689_x10_y70_aug_13_295,-63,109,chair_0689_x10_y70
bookshelf_0265_x75_y5_aug_14_295,-61,-129,bookshelf_0265_x75_y5
sofa_0548_x145_y105_aug_15_295,-63,-53,sofa_0548_x145_y105
bed_0163_x90_y175_aug_16_295,-62,12,bed_0163_x90_y175
dresser_0115_x5_y135_aug_17_295,-62,-69,dresser_0115_x5_y135
cup_0025_x170_y155_aug_18_295,-61,-122,cup_0025_x170_y155
sofa_0502_x175_y95_aug_19_295,-64,134,sofa_0502_x175_y95
stairs_0053_x30_y115_aug_20_295,-61,71,stairs_0053_x30_y115
stairs_0144_x125_y90_aug_21_295,-64,180,stairs_0144_x125_y90
bottle_0382_x175_y20_aug_22_295,-64,135,bottle_0382_x175_y20
sofa_0256_x80_y125_aug_23_295,-64,-63,sofa_0256_x80_y125
vase_0050_x95_y65_aug_24_295,-63,-69,vase_0050_x95_y65
bowl_0053_x175_y80_aug_25_295,-62,65,bowl_0053_x175_y80
chair_0395_x160_y10_aug_26_295,-61,95,chair_0395_x160_y10
bookshelf_0107_x115_y45_aug_27_295,-61,-151,bookshelf_0107_x115_y45
bowl_0050_x105_y40_aug_28_295,-63,115,bowl_0050_x105_y40
person_0075_x90_y60_aug_29_295,-61,-111,person_0075_x90_y60
vase_0275_x5_y130_aug_30_295,-65,-105,vase_0275_x5_y130
bottle_0006_x110_y130_aug_31_295,-61,112,bottle_0006_x110_y130
vase_0379_x120_y85_aug_32_295,-62,-43,vase_0379_x120_y85
laptop_0045_x95_y25_aug_33_295,-63,34,laptop_0045_x95_y25
bookshelf_0268_x150_y55_aug_34_295,-61,-85,bookshelf_0268_x150_y55
bench_0046_x120_y60_aug_35_295,-63,117,bench_0046_x120_y60
cup_0071_x5_y55_aug_36_295,-62,46,cup_0071_x5_y55
chair_0606_x65_y155_aug_37_295,-61,-31,chair_0606_x65_y155
bookshelf_0343_x5_y165_aug_38_295,-64,122,bookshelf_0343_x5_y165
vase_0482_x115_y100_aug_39_295,-63,172,vase_0482_x115_y100
vase_0332_x50_y125_aug_40_295,-62,-47,vase_0332_x50_y125
sofa_0515_x130_y5_aug_41_295,-64,-37,sofa_0515_x130_y5
car_0286_x5_y15_aug_42_295,-64,-97,car_0286_x5_y15
cup_0053_x175_y65_aug_43_295,-64,-37,cup_0053_x175_y65
vase_0515_x140_y140_aug_44_295,-62,76,vase_0515_x140_y140
person_0075_x45_y95_aug_45_295,-63,123,person_0075_x45_y95
vase_0109_x175_y80_aug_46_295,-61,-48,vase_0109_x175_y80
chair_0397_x15_y145_aug_47_295,-65,-156,chair_0397_x15_y145
vase_0090_x125_y75_aug_48_295,-61,55,vase_0090_x125_y75
bottle_0050_x40_y90_aug_49_295,-62,-48,bottle_0050_x40_y90
cone_0090_x65_y160_aug_0_300,-60,-45,cone_0090_x65_y160
chair_0605_x65_y0_aug_1_300,-60,-75,chair_0605_x65_y0
cup_0050_x155_y60_aug_2_300,-58,26,cup_0050_x155_y60
person_0013_x20_y80_aug_3_300,-57,103,person_0013_x20_y80
vase_0131_x125_y120_aug_4_300,-60,-91,vase_0131_x125_y120
bookshelf_0265_x115_y40_aug_5_300,-56,-102,bookshelf_0265_x115_y40
chair_0928_x70_y170_aug_6_300,-58,-144,chair_0928_x70_y170
chair_0858_x130_y105_aug_7_300,-59,4,chair_0858_x130_y105
bed_0163_x15_y140_aug_8_300,-57,-11,bed_0163_x15_y140
cone_0143_x15_y170_aug_9_300,-56,132,cone_0143_x15_y170
piano_0135_x135_y175_aug_10_300,-60,94,piano_0135_x135_y175
bowl_0068_x130_y85_aug_11_300,-59,98,bowl_0068_x130_y85
vase_0262_x75_y65_aug_12_300,-59,-116,vase_0262_x75_y65
bench_0175_x90_y10_aug_13_300,-56,-139,bench_0175_x90_y10
vase_0193_x175_y10_aug_14_300,-59,68,vase_0193_x175_y10
bathtub_0122_x35_y90_aug_15_300,-59,59,bathtub_0122_x35_y90
vase_0050_x100_y70_aug_16_300,-59,-101,vase_0050_x100_y70
bench_0078_x60_y80_aug_17_300,-60,127,bench_0078_x60_y80
dresser_0115_x165_y20_aug_18_300,-57,48,dresser_0115_x165_y20
vase_0123_x120_y5_aug_19_300,-59,-108,vase_0123_x120_y5
chair_0897_x135_y65_aug_20_300,-56,146,chair_0897_x135_y65
bathtub_0015_x125_y10_aug_21_300,-60,-132,bathtub_0015_x125_y10
bottle_0019_x100_y30_aug_22_300,-60,-124,bottle_0019_x100_y30
bookshelf_0343_x50_y80_aug_23_300,-60,-97,bookshelf_0343_x50_y80
vase_0199_x45_y80_aug_24_300,-56,-171,vase_0199_x45_y80
bottle_0270_x175_y165_aug_25_300,-60,-134,bottle_0270_x175_y165
vase_0275_x80_y105_aug_26_300,-58,-155,vase_0275_x80_y105
bookshelf_0564_x125_y10_aug_27_300,-58,63,bookshelf_0564_x125_y10
bottle_0006_x130_y15_aug_28_300,-59,-30,bottle_0006_x130_y15
bottle_0006_x115_y165_aug_29_300,-56,127,bottle_0006_x115_y165
xbox_0026_x60_y40_aug_30_300,-59,-177,xbox_0026_x60_y40
bookshelf_0265_x5_y55_aug_31_300,-56,-148,bookshelf_0265_x5_y55
cone_0063_x5_y115_aug_32_300,-60,139,cone_0063_x5_y115
vase_0285_x35_y165_aug_33_300,-58,-154,vase_0285_x35_y165
bed_0163_x50_y110_aug_34_300,-59,10,bed_0163_x50_y110
vase_0174_x170_y160_aug_35_300,-60,-167,vase_0174_x170_y160
vase_0510_x145_y95_aug_36_300,-56,64,vase_0510_x145_y95
bench_0122_x60_y175_aug_37_300,-56,167,bench_0122_x60_y175
bowl_0029_x95_y30_aug_38_300,-57,-8,bowl_0029_x95_y30
table_0044_x90_y170_aug_39_300,-57,62,table_0044_x90_y170
vase_0379_x130_y25_aug_40_300,-59,-16,vase_0379_x130_y25
bottle_0344_x115_y50_aug_41_300,-57,-141,bottle_0344_x115_y50
bottle_0161_x50_y5_aug_42_300,-56,-53,bottle_0161_x50_y5
chair_0897_x175_y45_aug_43_300,-59,-51,chair_0897_x175_y45
sofa_0715_x145_y40_aug_44_300,-57,106,sofa_0715_x145_y40
vase_0203_x35_y50_aug_45_300,-60,-20,vase_0203_x35_y50
bookshelf_0504_x55_y155_aug_46_300,-57,155,bookshelf_0504_x55_y155
table_0449_x50_y10_aug_47_300,-56,180,table_0449_x50_y10
bowl_0031_x110_y5_aug_48_300,-56,110,bowl_0031_x110_y5
bookshelf_0268_x135_y125_aug_49_300,-57,-17,bookshelf_0268_x135_y125
door_0001_x95_y50_aug_0_305,-52,151,door_0001_x95_y50
vase_0193_x160_y60_aug_1_305,-53,148,vase_0193_x160_y60
vase_0090_x40_y145_aug_2_305,-51,-36,vase_0090_x40_y145
stairs_0144_x120_y140_aug_3_305,-51,59,stairs_0144_x120_y140
lamp_0107_x15_y60_aug_4_305,-51,-104,lamp_0107_x15_y60
sofa_0715_x75_y25_aug_5_305,-51,-138,sofa_0715_x75_y25
chair_0689_x25_y150_aug_6_305,-55,-146,chair_0689_x25_y150
bottle_0050_x170_y100_aug_7_305,-54,-159,bottle_0050_x170_y100
chair_0689_x25_y10_aug_8_305,-55,-23,chair_0689_x25_y10
vase_0050_x100_y70_aug_9_305,-51,-168,vase_0050_x100_y70
bed_0275_x165_y130_aug_10_305,-52,6,bed_0275_x165_y130
bowl_0011_x95_y150_aug_11_305,-53,52,bowl_0011_x95_y150
bowl_0061_x155_y55_aug_12_305,-55,58,bowl_0061_x155_y55
chair_0605_x115_y110_aug_13_305,-55,74,chair_0605_x115_y110
vase_0203_x170_y0_aug_14_305,-54,-37,vase_0203_x170_y0
lamp_0025_x65_y5_aug_15_305,-53,80,lamp_0025_x65_y5
bench_0122_x50_y35_aug_16_305,-55,85,bench_0122_x50_y35
xbox_0089_x30_y150_aug_17_305,-54,-4,xbox_0089_x30_y150
chair_0545_x15_y65_aug_18_305,-51,161,chair_0545_x15_y65
toilet_0379_x75_y100_aug_19_305,-53,-137,toilet_0379_x75_y100
bathtub_0122_x130_y35_aug_20_305,-54,143,bathtub_0122_x130_y35
bowl_0050_x120_y130_aug_21_305,-53,45,bowl_0050_x120_y130
table_0449_x20_y145_aug_22_305,-53,-20,table_0449_x20_y145
table_0449_x160_y165_aug_23_305,-55,151,table_0449_x160_y165
bench_0046_x85_y60_aug_24_305,-53,112,bench_0046_x85_y60
mantel_0144_x15_y65_aug_25_305,-53,-6,mantel_0144_x15_y65
sofa_0502_x80_y65_aug_26_305,-53,-59,sofa_0502_x80_y65
cup_0066_x50_y165_aug_27_305,-51,127,cup_0066_x50_y165
cup_0025_x20_y120_aug_28_305,-51,-52,cup_0025_x20_y120
cup_0071_x95_y25_aug_29_305,-54,-61,cup_0071_x95_y25
bowl_0053_x50_y120_aug_30_305,-51,-168,bowl_0053_x50_y120
laptop_0045_x125_y80_aug_31_305,-51,-87,laptop_0045_x125_y80
curtain_0075_x70_y100_aug_32_305,-52,98,curtain_0075_x70_y100
vase_0090_x60_y65_aug_33_305,-51,-165,vase_0090_x60_y65
curtain_0075_x170_y175_aug_34_305,-51,139,curtain_0075_x170_y175
dresser_0248_x20_y15_aug_35_305,-53,49,dresser_0248_x20_y15
vase_0332_x175_y15_aug_36_305,-52,94,vase_0332_x175_y15
lamp_0025_x20_y90_aug_37_305,-51,63,lamp_0025_x20_y90
lamp_0107_x100_y115_aug_38_305,-51,-168,lamp_0107_x100_y115
lamp_0107_x40_y50_aug_39_305,-54,51,lamp_0107_x40_y50
table_0457_x70_y30_aug_40_305,-54,-82,table_0457_x70_y30
vase_0190_x130_y35_aug_41_305,-55,166,vase_0190_x130_y35
table_0449_x20_y145_aug_42_305,-55,94,table_0449_x20_y145
car_0286_x100_y20_aug_43_305,-54,151,car_0286_x100_y20
chair_0897_x135_y85_aug_44_305,-51,-125,chair_0897_x135_y85
bookshelf_0259_x95_y70_aug_45_305,-51,-22,bookshelf_0259_x95_y70
cup_0066_x50_y90_aug_46_305,-54,62,cup_0066_x50_y90
bathtub_0148_x70_y160_aug_47_305,-51,7,bathtub_0148_x70_y160
vase_0196_x15_y40_aug_48_305,-52,-132,vase_0196_x15_y40
vase_0069_x150_y65_aug_49_305,-51,145,vase_0069_x150_y65
bookshelf_0504_x100_y15_aug_0_310,-50,116,bookshelf_0504_x100_y15
car_0286_x80_y140_aug_1_310,-48,141,car_0286_x80_y140
piano_0135_x35_y0_aug_2_310,-46,79,piano_0135_x35_y0
vase_0369_x45_y85_aug_3_310,-46,-81,vase_0369_x45_y85
bowl_0068_x5_y85_aug_4_310,-47,-47,bowl_0068_x5_y85
cup_0071_x50_y155_aug_5_310,-50,64,cup_0071_x50_y155
piano_0135_x165_y50_aug_6_310,-46,-51,piano_0135_x165_y50
dresser_0248_x165_y110_aug_7_310,-46,-80,dresser_0248_x165_y110
bowl_0031_x175_y155_aug_8_310,-49,45,bowl_0031_x175_y155
bowl_0061_x5_y145_aug_9_310,-50,160,bowl_0061_x5_y145
vase_0275_x95_y40_aug_10_310,-49,100,vase_0275_x95_y40
person_0013_x165_y45_aug_11_310,-49,-89,person_0013_x165_y45
bottle_0161_x40_y160_aug_12_310,-50,-147,bottle_0161_x40_y160
sink_0029_x85_y160_aug_13_310,-46,36,sink_0029_x85_y160
bottle_0122_x85_y85_aug_14_310,-47,-123,bottle_0122_x85_y85
bottle_0205_x75_y105_aug_15_310,-47,83,bottle_0205_x75_y105
vase_0160_x30_y100_aug_16_310,-50,27,vase_0160_x30_y100
sofa_0541_x70_y10_aug_17_310,-46,2,sofa_0541_x70_y10
chair_0545_x25_y165_aug_18_310,-46,174,chair_0545_x25_y165
toilet_0357_x65_y90_aug_19_310,-46,160,toilet_0357_x65_y90
bowl_0031_x140_y135_aug_20_310,-48,71,bowl_0031_x140_y135
bookshelf_0504_x170_y120_aug_21_310,-46,-160,bookshelf_0504_x170_y120
toilet_0281_x75_y160_aug_22_310,-47,-130,toilet_0281_x75_y160
chair_0610_x60_y95_aug_23_310,-47,15,chair_0610_x60_y95
tent_0132_x115_y70_aug_24_310,-48,-167,tent_0132_x115_y70
cup_0022_x80_y160_aug_25_310,-48,148,cup_0022_x80_y160
tent_0180_x160_y30_aug_26_310,-49,49,tent_0180_x160_y30
piano_0135_x65_y20_aug_27_310,-48,172,piano_0135_x65_y20
cone_0071_x110_y10_aug_28_310,-46,180,cone_0071_x110_y10
bathtub_0122_x95_y115_aug_29_310,-50,88,bathtub_0122_x95_y115
vase_0196_x155_y5_aug_30_310,-48,-120,vase_0196_x155_y5
bottle_0301_x135_y140_aug_31_310,-49,105,bottle_0301_x135_y140
vase_0247_x115_y145_aug_32_310,-47,-14,vase_0247_x115_y145
bookshelf_0259_x155_y175_aug_33_310,-47,-172,bookshelf_0259_x155_y175
bottle_0395_x95_y135_aug_34_310,-50,177,bottle_0395_x95_y135
bottle_0122_x105_y60_aug_35_310,-47,-62,bottle_0122_x105_y60
mantel_0144_x70_y155_aug_36_310,-46,154,mantel_0144_x70_y155
stairs_0144_x170_y85_aug_37_310,-48,99,stairs_0144_x170_y85
vase_0247_x115_y135_aug_38_310,-49,144,vase_0247_x115_y135
sofa_0541_x15_y45_aug_39_310,-50,-145,sofa_0541_x15_y45
dresser_0248_x40_y60_aug_40_310,-46,-178,dresser_0248_x40_y60
vase_0190_x170_y30_aug_41_310,-48,27,vase_0190_x170_y30
vase_0131_x50_y100_aug_42_310,-48,53,vase_0131_x50_y100
vase_0193_x55_y35_aug_43_310,-47,-53,vase_0193_x55_y35
bowl_0081_x140_y135_aug_44_310,-48,180,bowl_0081_x140_y135
sofa_0715_x120_y45_aug_45_310,-46,105,sofa_0715_x120_y45
bowl_0050_x70_y140_aug_46_310,-50,55,bowl_0050_x70_y140
car_0286_x125_y20_aug_47_310,-47,78,car_0286_x125_y20
xbox_0026_x170_y115_aug_48_310,-47,43,xbox_0026_x170_y115
bathtub_0122_x35_y90_aug_49_310,-50,65,bathtub_0122_x35_y90
